"STATE","ABBR","COUNTY","PRECINCTS","REPORTING","OBAMA","MCCAIN","OTHER"
"South Dakota","SD","Hughes ",15,15,3037,5298,133
"South Dakota","SD","Hutchinson ",7,7,1242,2285,81
"South Dakota","SD","Hyde ",5,5,226,547,12
"South Dakota","SD","Jackson ",8,8,435,668,30
"South Dakota","SD","Jerauld ",5,5,535,535,17
"South Dakota","SD","Jones ",3,3,147,463,17
"South Dakota","SD","Kingsbury ",6,6,1277,1435,72
"South Dakota","SD","Lake ",10,10,3033,2993,131
"South Dakota","SD","Lawrence ",12,12,4932,6787,336
"South Dakota","SD","Lincoln ",29,29,8642,11803,322
"South Dakota","SD","Lyman ",7,7,710,894,37
"South Dakota","SD","Marshall ",9,9,1261,900,30
"South Dakota","SD","McCook ",6,6,1219,1646,80
"South Dakota","SD","McPherson ",6,6,441,915,19
"South Dakota","SD","Meade ",37,37,3749,7515,340
"South Dakota","SD","Mellette ",4,4,373,445,25
"South Dakota","SD","Miner ",8,8,605,577,36
"South Dakota","SD","Minnehaha ",70,70,39831,39241,1463
"South Dakota","SD","Moody ",6,6,1663,1508,83
"South Dakota","SD","Pennington ",48,48,17787,27592,875
"South Dakota","SD","Perkins ",10,10,499,1102,85
"South Dakota","SD","Potter ",6,6,482,937,21
"South Dakota","SD","Roberts ",14,14,2672,1781,83
"South Dakota","SD","Sanborn ",7,7,500,669,38
"South Dakota","SD","Shannon ",10,10,2967,330,48
"South Dakota","SD","Spink ",9,9,1550,1660,59
"South Dakota","SD","Stanley ",8,8,510,1017,26
"South Dakota","SD","Sully ",4,4,233,581,19
"South Dakota","SD","Todd ",9,9,2208,571,49
"South Dakota","SD","Tripp ",13,13,914,1859,66
"South Dakota","SD","Turner ",8,8,1681,2538,133
"South Dakota","SD","Union ",13,13,3244,4310,147
"South Dakota","SD","Walworth ",15,15,923,1668,59
"South Dakota","SD","Yankton ",14,14,4838,5039,257
"South Dakota","SD","Ziebach ",8,8,554,312,25
"Tennessee","TN","Anderson ",29,29,11385,19614,498
"Tennessee","TN","Bedford ",18,18,5026,10215,263
"Tennessee","TN","Benton ",6,6,2644,3695,138
"Tennessee","TN","Bledsoe ",15,15,1517,3166,101
"Tennessee","TN","Blount ",52,52,15252,35553,821
"Tennessee","TN","Bradley ",17,17,9353,28324,501
"Tennessee","TN","Campbell ",21,21,3866,6535,226
"Tennessee","TN","Cannon ",9,9,2010,3320,124
"Tennessee","TN","Carroll ",22,22,3980,7454,211
"Tennessee","TN","Carter ",21,21,5587,15849,330
"Tennessee","TN","Cheatham ",9,9,5497,10697,228
"Tennessee","TN","Chester ",11,11,1794,4586,75
"Tennessee","TN","Claiborne ",18,18,3078,7174,167
"Tennessee","TN","Clay ",7,7,1248,1674,71
"Tennessee","TN","Cocke ",19,19,3339,8945,192
"Tennessee","TN","Coffee ",24,24,7128,13239,408
"Tennessee","TN","Crockett ",12,12,1818,3749,69
"Tennessee","TN","Cumberland ",26,26,7889,17436,387
"Tennessee","TN","Davidson ",169,169,158032,102702,3143
"Tennessee","TN","Decatur ",13,13,1595,3178,99
"Tennessee","TN","DeKalb ",16,16,2832,4085,148
"Tennessee","TN","Dickson ",18,18,7504,11672,336
"Tennessee","TN","Dyer ",16,16,4411,9859,180
"Tennessee","TN","Fayette ",17,17,6888,12158,189
"Tennessee","TN","Fentress ",13,13,1831,4789,119
"Tennessee","TN","Franklin ",18,18,6609,10533,280
"Tennessee","TN","Gibson ",36,36,7406,13516,331
"Tennessee","TN","Giles ",14,14,4614,6902,173
"Tennessee","TN","Grainger ",10,10,2065,5297,140
"Tennessee","TN","Greene ",39,39,7107,17148,410
"Tennessee","TN","Grundy ",13,13,1969,2561,98
"Tennessee","TN","Hamblen ",17,17,6804,15501,354
"Tennessee","TN","Hamilton ",135,135,64205,81666,1571
"Tennessee","TN","Hancock ",7,7,604,1587,49
"Tennessee","TN","Hardeman ",13,13,5919,5225,93
"Tennessee","TN","Hardin ",18,18,2794,7076,164
"Tennessee","TN","Hawkins ",26,26,5924,14745,354
"Tennessee","TN","Haywood ",15,15,4891,3165,63
"Tennessee","TN","Henderson ",15,15,3021,7669,144
"Tennessee","TN","Henry ",13,13,5152,8182,210
"Tennessee","TN","Hickman ",18,18,3563,4784,151
"Tennessee","TN","Houston ",7,7,1678,1608,68
"Tennessee","TN","Humphreys ",9,9,3600,3818,162
"Tennessee","TN","Jackson ",17,17,2284,2185,102
"Tennessee","TN","Jefferson ",11,11,5177,13092,262
"Tennessee","TN","Johnson ",12,12,1837,4620,133
"Tennessee","TN","Knox ",96,96,67923,109847,2786
"Tennessee","TN","Lake ",4,4,1024,1175,39
"Tennessee","TN","Lauderdale ",16,16,4322,4933,83
"Tennessee","TN","Lawrence ",29,29,5160,10565,293
"Tennessee","TN","Lewis ",9,9,1803,2951,79
"Tennessee","TN","Lincoln ",22,22,3694,9226,204
"Tennessee","TN","Loudon ",14,14,6058,15815,311
"Tennessee","TN","Macon ",10,10,2060,5145,155
"Tennessee","TN","Madison ",33,33,20027,23289,342
"Tennessee","TN","Marion ",20,20,4506,6746,185
"Tennessee","TN","Marshall ",9,9,4319,6755,214
"Tennessee","TN","Maury ",21,21,13057,20282,421
"Tennessee","TN","McMinn ",15,15,5539,12984,259
"Tennessee","TN","McNairy ",17,17,3131,7134,156
"Tennessee","TN","Meigs ",6,6,1371,2795,68
"Tennessee","TN","Monroe ",13,13,5049,11478,240
"Tennessee","TN","Montgomery ",24,24,25634,30103,624
"Tennessee","TN","Moore ",5,5,881,2010,61
"Tennessee","TN","Morgan ",12,12,1969,4717,136
"Tennessee","TN","Obion ",12,12,4308,8873,211
"Tennessee","TN","Overton ",13,13,3418,4495,176
"Tennessee","TN","Perry ",12,12,1329,1596,75
"Tennessee","TN","Pickett ",9,9,854,1786,31
"Tennessee","TN","Polk ",11,11,2124,4267,110
"Tennessee","TN","Putnam ",44,44,9735,17098,476
"Tennessee","TN","Rhea ",15,15,2905,8033,157
"Tennessee","TN","Roane ",25,25,7222,15643,393
"Tennessee","TN","Robertson ",19,19,9318,17903,393
"Tennessee","TN","Rutherford ",48,48,40412,59850,1383
"Tennessee","TN","Scott ",10,10,1720,4931,132
"Tennessee","TN","Sequatchie ",10,10,1717,3606,110
"Tennessee","TN","Sevier ",20,20,8597,24915,421
"Tennessee","TN","Shelby ",274,274,253633,143422,2391
"Tennessee","TN","Smith ",8,8,2990,4561,186
"Tennessee","TN","Stewart ",9,9,2470,2956,81
"Tennessee","TN","Sullivan ",29,29,18346,44802,835
"Tennessee","TN","Sumner ",36,36,21486,44947,792
"Tennessee","TN","Tipton ",13,13,7911,17114,219
"Tennessee","TN","Trousdale ",10,10,1474,1687,76
"Tennessee","TN","Unicoi ",8,8,2106,5011,105
"Tennessee","TN","Union ",9,9,1828,4461,103
"Tennessee","TN","Van Buren ",7,7,849,1293,63
"Tennessee","TN","Warren ",21,21,5515,8558,323
"Tennessee","TN","Washington ",40,40,15894,32216,700
"Tennessee","TN","Wayne ",14,14,1355,4075,96
"Tennessee","TN","Weakley ",10,10,4594,8853,239
"Tennessee","TN","White ",11,11,3369,6100,172
"Tennessee","TN","Williamson ",39,39,27879,64843,900
"Tennessee","TN","Wilson ",36,36,15462,33767,660
"Texas","TX","Anderson ",25,25,4624,11855,115
"Texas","TX","Andrews ",5,5,790,3815,18
"Texas","TX","Angelina ",47,47,9377,19569,189
"Texas","TX","Aransas ",7,7,3005,6691,79
"Texas","TX","Archer ",15,15,739,3591,26
"Texas","TX","Armstrong ",8,8,128,856,6
"Texas","TX","Atascosa ",24,24,4400,5546,47
"Texas","TX","Austin ",19,19,2819,8777,72
"Texas","TX","Bailey ",5,5,680,1618,14
"Texas","TX","Bandera ",11,11,2248,6934,83
"Texas","TX","Bastrop ",22,22,11678,13797,318
"Texas","TX","Baylor ",5,5,366,1262,15
"Texas","TX","Bee ",18,18,3645,4467,39
"Texas","TX","Bell ",50,50,40185,49066,537
"Texas","TX","Bexar ",623,623,275023,245932,3598
"Texas","TX","Blanco ",9,9,1466,3417,33
"Texas","TX","Borden ",8,8,40,316,5
"Texas","TX","Bosque ",17,17,1796,5760,87
"Texas","TX","Bowie ",37,37,10801,24136,173
"Texas","TX","Brazoria ",72,72,36461,67444,726
"Texas","TX","Brazos ",83,83,20459,37403,596
"Texas","TX","Brewster ",8,8,1819,1781,48
"Texas","TX","Briscoe ",6,6,205,616,7
"Texas","TX","Brooks ",9,9,1747,556,6
"Texas","TX","Brown ",19,19,2819,12049,121
"Texas","TX","Burleson ",16,16,2053,4546,59
"Texas","TX","Burnet ",25,25,4596,12034,190
"Texas","TX","Caldwell ",27,27,5385,6084,106
"Texas","TX","Calhoun ",26,26,2727,4106,34
"Texas","TX","Callahan ",8,8,1063,4589,59
"Texas","TX","Cameron ",99,99,48401,26641,457
"Texas","TX","Camp ",5,5,1733,2794,35
"Texas","TX","Carson ",10,10,406,2547,21
"Texas","TX","Cass ",21,21,3489,8276,72
"Texas","TX","Castro ",10,10,719,1561,8
"Texas","TX","Chambers ",14,14,3185,9966,100
"Texas","TX","Cherokee ",29,29,4605,11693,84
"Texas","TX","Childress ",5,5,497,1782,17
"Texas","TX","Clay ",17,17,1085,4213,34
"Texas","TX","Cochran ",6,6,284,758,14
"Texas","TX","Coke ",5,5,297,1252,15
"Texas","TX","Coleman ",6,6,643,3011,43
"Texas","TX","Collin ",163,163,108208,184116,2161
"Texas","TX","Collingsworth ",8,8,292,1052,20
"Texas","TX","Colorado ",13,13,2503,5790,38
"Texas","TX","Comal ",24,24,12365,35203,392
"Texas","TX","Comanche ",17,17,1339,3807,55
"Texas","TX","Concho ",9,9,257,807,11
"Texas","TX","Cooke ",26,26,3051,11871,102
"Texas","TX","Coryell ",21,21,6611,11537,132
"Texas","TX","Cottle ",6,6,187,509,9
"Texas","TX","Crane ",5,5,319,1119,16
"Texas","TX","Crockett ",5,5,512,1026,7
"Texas","TX","Crosby ",5,5,684,1221,9
"Texas","TX","Culberson ",6,6,510,267,8
"Texas","TX","Dallam ",10,10,302,1267,15
"Texas","TX","Dallas ",709,709,424468,309477,4351
"Texas","TX","Dawson ",12,12,1135,2894,32
"Texas","TX","De Witt ",12,12,1715,4888,22
"Texas","TX","Deaf Smith ",5,5,1246,3456,28
"Texas","TX","Delta ",9,9,589,1580,18
"Texas","TX","Denton ",123,123,90830,149592,1693
"Texas","TX","Dickens ",7,7,234,730,8
"Texas","TX","Dimmit ",8,8,2692,874,17
"Texas","TX","Donley ",7,7,291,1370,25
"Texas","TX","Duval ",12,12,3298,1076,35
"Texas","TX","Eastland ",10,10,1271,5163,68
"Texas","TX","Ector ",36,36,9118,26190,240
"Texas","TX","Edwards ",6,6,346,673,12
"Texas","TX","El Paso ",171,171,121589,61598,1149
"Texas","TX","Ellis ",46,46,15315,38046,345
"Texas","TX","Erath ",21,21,3126,10757,103
"Texas","TX","Falls ",14,14,1958,2975,36
"Texas","TX","Fannin ",20,20,3464,8090,101
"Texas","TX","Fayette ",27,27,3009,7572,82
"Texas","TX","Fisher ",11,11,687,1083,14
"Texas","TX","Floyd ",6,6,729,1784,7
"Texas","TX","Foard ",5,5,208,327,13
"Texas","TX","Fort Bend ",140,140,98136,102846,1011
"Texas","TX","Franklin ",9,9,1094,3394,51
"Texas","TX","Freestone ",16,16,2032,5201,41
"Texas","TX","Frio ",10,10,2405,1644,13
"Texas","TX","Gaines ",9,9,650,3385,27
"Texas","TX","Galveston ",102,102,41543,61844,735
"Texas","TX","Garza ",7,7,375,1355,15
"Texas","TX","Gillespie ",15,15,2570,9559,101
"Texas","TX","Glasscock ",5,5,52,502,1
"Texas","TX","Goliad ",12,12,1329,2298,17
"Texas","TX","Gonzales ",14,14,2158,4062,37
"Texas","TX","Gray ",7,7,1153,6920,49
"Texas","TX","Grayson ",55,55,13892,31122,342
"Texas","TX","Gregg ",24,24,13130,29159,181
"Texas","TX","Grimes ",15,15,2704,5561,56
"Texas","TX","Guadalupe ",32,32,16070,30750,361
"Texas","TX","Hale ",30,30,2693,7139,54
"Texas","TX","Hall ",8,8,324,930,8
"Texas","TX","Hamilton ",12,12,862,2875,31
"Texas","TX","Hansford ",9,9,239,1847,12
"Texas","TX","Hardeman ",6,6,373,1199,23
"Texas","TX","Hardin ",21,21,3935,16589,155
"Texas","TX","Harris ",875,875,588611,570143,6766
"Texas","TX","Harrison ",26,26,8874,17085,140
"Texas","TX","Hartley ",7,7,250,1711,22
"Texas","TX","Haskell ",11,11,699,1388,25
"Texas","TX","Hays ",37,37,28416,29624,720
"Texas","TX","Hemphill ",9,9,216,1342,7
"Texas","TX","Henderson ",31,31,7890,20810,195
"Texas","TX","Hidalgo ",141,141,90122,39614,717
"Texas","TX","Hill ",24,24,3802,9220,104
"Texas","TX","Hockley ",17,17,1794,5789,46
"Texas","TX","Hood ",17,17,5078,17269,171
"Texas","TX","Hopkins ",22,22,3528,9297,75
"Texas","TX","Houston ",22,22,2653,5869,56
"Texas","TX","Howard ",14,14,2539,7020,108
"Texas","TX","Hudspeth ",6,6,430,458,8
"Texas","TX","Hunt ",37,37,8591,20571,256
"Texas","TX","Hutchinson ",9,9,1321,7358,71
"Texas","TX","Irion ",6,6,164,644,9
"Texas","TX","Jack ",7,7,470,2527,18
"Texas","TX","Jackson ",10,10,1251,3560,23
"Texas","TX","Jasper ",21,21,3636,8960,85
"Texas","TX","Jeff Davis ",6,6,467,746,16
"Texas","TX","Jefferson ",117,117,44854,42877,436
"Texas","TX","Jim Hogg ",6,6,1336,472,7
"Texas","TX","Jim Wells ",22,22,6683,4825,53
"Texas","TX","Johnson ",35,35,12903,36683,355
"Texas","TX","Jones ",15,15,1525,4197,62
"Texas","TX","Karnes ",16,16,1710,2658,17
"Texas","TX","Kaufman ",43,43,11157,23727,209
"Texas","TX","Kendall ",12,12,3591,12960,107
"Texas","TX","Kenedy ",7,7,108,93,1
"Texas","TX","Kent ",7,7,99,342,6
"Texas","TX","Kerr ",21,21,5564,16729,156
"Texas","TX","Kimble ",8,8,341,1487,10
"Texas","TX","King ",5,5,8,151,3
"Texas","TX","Kinney ",5,5,633,907,11
"Texas","TX","Kleberg ",21,21,5251,4539,68
"Texas","TX","Knox ",11,11,366,986,15
"Texas","TX","La Salle ",7,7,1051,713,10
"Texas","TX","La Vaca ",20,20,1867,6286,51
"Texas","TX","Lamar ",32,32,5240,12940,137
"Texas","TX","Lamb ",13,13,1156,3344,18
"Texas","TX","Lampasas ",11,11,1895,5628,68
"Texas","TX","Lee ",16,16,2000,4312,53
"Texas","TX","Leon ",15,15,1415,5563,52
"Texas","TX","Liberty ",33,33,5980,15417,156
"Texas","TX","Limestone ",23,23,2515,5062,55
"Texas","TX","Lipscomb ",8,8,155,1092,4
"Texas","TX","Live Oak ",15,15,1038,3079,24
"Texas","TX","Llano ",10,10,2250,7279,80
"Texas","TX","Loving ",5,5,12,67,0
"Texas","TX","Lubbock ",98,98,30295,66028,640
"Texas","TX","Lynn ",15,15,623,1469,16
"Texas","TX","Madison ",9,9,1144,2883,23
"Texas","TX","Marion ",11,11,1644,2566,27
"Texas","TX","Martin ",7,7,314,1389,12
"Texas","TX","Mason ",5,5,546,1543,28
"Texas","TX","Matagorda ",19,19,6682,11929,122
"Texas","TX","Maverick ",15,15,8554,2316,64
"Texas","TX","McCulloch ",11,11,728,2263,19
"Texas","TX","McLennan ",93,93,29959,49005,491
"Texas","TX","McMullen ",6,6,131,400,5
"Texas","TX","Medina ",23,23,5119,10404,77
"Texas","TX","Menard ",7,7,295,712,8
"Texas","TX","Midland ",40,40,9672,36135,308
"Texas","TX","Milam ",12,12,3040,5215,69
"Texas","TX","Mills ",8,8,398,1753,21
"Texas","TX","Mitchell ",7,7,586,1814,23
"Texas","TX","Montague ",16,16,1594,6235,94
"Texas","TX","Montgomery ",86,86,36530,119542,950
"Texas","TX","Moore ",8,8,1123,4282,31
"Texas","TX","Morris ",10,10,2054,3157,30
"Texas","TX","Motley ",7,7,67,522,5
"Texas","TX","Nacogdoches ",24,24,8393,14828,580
"Texas","TX","Navarro ",35,35,5399,10803,105
"Texas","TX","Newton ",23,23,1750,3440,60
"Texas","TX","Nolan ",15,15,1521,3485,54
"Texas","TX","Nueces ",127,127,47811,52264,790
"Texas","TX","Ochiltree ",5,5,243,2851,6
"Texas","TX","Oldham ",8,8,102,813,4
"Texas","TX","Orange ",35,35,7646,21509,227
"Texas","TX","Palo Pinto ",31,31,2499,7264,78
"Texas","TX","Panola ",21,21,2586,7582,38
"Texas","TX","Parker ",44,44,10429,36646,380
"Texas","TX","Parmer ",10,10,719,2969,20
"Texas","TX","Pecos ",10,10,1476,2480,40
"Texas","TX","Polk ",21,21,6215,13703,179
"Texas","TX","Potter ",27,27,8932,20741,250
"Texas","TX","Presidio ",8,8,1250,489,15
"Texas","TX","Rains ",8,8,1041,3130,37
"Texas","TX","Randall ",30,30,9461,41895,336
"Texas","TX","Reagan ",5,5,197,795,2
"Texas","TX","Real ",5,5,375,1237,15
"Texas","TX","Red River ",23,23,1538,3461,41
"Texas","TX","Reeves ",13,13,1605,1444,21
"Texas","TX","Refugio ",11,11,1382,1853,21
"Texas","TX","Roberts ",6,6,41,477,0
"Texas","TX","Robertson ",16,16,2674,3979,37
"Texas","TX","Rockwall ",17,17,8468,23243,236
"Texas","TX","Runnels ",6,6,720,3118,25
"Texas","TX","Rusk ",23,23,4983,13641,77
"Texas","TX","Sabine ",9,9,1077,3749,48
"Texas","TX","San Augustine ",12,12,1327,2338,42
"Texas","TX","San Jacinto ",12,12,2721,6151,74
"Texas","TX","San Patricio ",33,33,8842,12390,109
"Texas","TX","San Saba ",5,5,487,1941,24
"Texas","TX","Schleicher ",5,5,322,969,7
"Texas","TX","Scurry ",12,12,1088,4414,41
"Texas","TX","Shackelford ",8,8,208,1284,13
"Texas","TX","Shelby ",15,15,2546,6629,38
"Texas","TX","Sherman ",7,7,78,493,5
"Texas","TX","Smith ",81,81,23628,54995,410
"Texas","TX","Somervell ",7,7,798,2675,34
"Texas","TX","Starr ",11,11,8233,1488,26
"Texas","TX","Stephens ",7,7,626,2869,30
"Texas","TX","Sterling ",5,5,97,520,2
"Texas","TX","Stonewall ",5,5,206,524,5
"Texas","TX","Sutton ",7,7,381,1189,8
"Texas","TX","Swisher ",9,9,812,1676,33
"Texas","TX","Tarrant ",639,639,274101,347843,4204
"Texas","TX","Taylor ",36,36,12658,34265,362
"Texas","TX","Terrell ",5,5,186,323,3
"Texas","TX","Terry ",9,9,1379,2863,22
"Texas","TX","Throckmorton ",6,6,166,671,1
"Texas","TX","Titus ",21,21,3140,6023,67
"Texas","TX","Tom Green ",35,35,11068,27201,272
"Texas","TX","Travis ",211,211,253278,136671,4915
"Texas","TX","Trinity ",20,20,1924,4091,52
"Texas","TX","Tyler ",18,18,2159,5633,98
"Texas","TX","Upshur ",22,22,2106,5871,54
"Texas","TX","Upton ",7,7,288,898,8
"Texas","TX","Uvalde ",15,15,4120,4585,50
"Texas","TX","Val Verde ",18,18,6982,5752,68
"Texas","TX","Van Zandt ",22,22,4503,15727,142
"Texas","TX","Victoria ",36,36,9829,19876,168
"Texas","TX","Walker ",19,19,7323,11610,148
"Texas","TX","Waller ",19,19,7107,8238,76
"Texas","TX","Ward ",9,9,899,2667,31
"Texas","TX","Washington ",33,33,4031,10173,89
"Texas","TX","Webb ",60,60,33435,13111,200
"Texas","TX","Wharton ",23,23,4935,9427,39
"Texas","TX","Wheeler ",11,11,314,1916,11
"Texas","TX","Wichita ",36,36,13828,31673,328
"Texas","TX","Wilbarger ",7,7,1196,3279,30
"Texas","TX","Willacy ",12,12,3405,1454,32
"Texas","TX","Williamson ",100,100,67347,87938,1937
"Texas","TX","Wilson ",25,25,5360,10903,87
"Texas","TX","Winkler ",6,6,477,1529,23
"Texas","TX","Wise ",23,23,4469,15967,145
"Texas","TX","Wood ",13,13,3996,13638,91
"Texas","TX","Yoakum ",7,7,450,1989,15
"Texas","TX","Young ",10,10,1302,5938,56
"Texas","TX","Zapata ",8,8,1939,918,8
"Texas","TX","Zavala ",7,7,3263,596,17
"Utah","UT","Beaver ",7,7,509,1786,65
"Utah","UT","Box Elder ",54,54,3080,14340,485
"Utah","UT","Cache ",83,83,9806,27799,1816
"Utah","UT","Carbon ",23,23,3368,3960,210
"Utah","UT","Daggett ",5,5,129,294,11
"Utah","UT","Davis ",186,186,28831,73317,2884
"Utah","UT","Duchesne ",24,24,897,4592,138
"Utah","UT","Emery ",13,13,965,3338,115
"Utah","UT","Garfield ",10,10,402,1663,37
"Utah","UT","Grand ",14,14,1981,1787,132
"Utah","UT","Iron ",48,48,3078,11786,615
"Utah","UT","Juab ",17,17,730,2647,189
"Utah","UT","Kane ",16,16,850,2194,86
"Utah","UT","Millard ",17,17,733,3565,321
"Utah","UT","Morgan ",13,13,674,3219,158
"Utah","UT","Piute ",6,6,141,635,22
"Utah","UT","Rich ",5,5,154,829,21
"Utah","UT","Salt Lake ",989,989,161696,163579,9089
"Utah","UT","San Juan ",20,20,2322,2586,84
"Utah","UT","Sanpete ",21,21,1449,6036,416
"Utah","UT","Sevier ",23,23,1320,6222,246
"Utah","UT","Summit ",48,48,9194,6691,313
"Utah","UT","Tooele ",49,49,5349,10201,460
"Utah","UT","Uintah ",26,26,1407,8113,241
"Utah","UT","Utah ",251,251,26276,111273,5043
"Utah","UT","Wasatch ",24,24,2818,5271,201
"Utah","UT","Washington ",91,91,9251,33594,1235
"Utah","UT","Wayne ",8,8,333,930,38
"Utah","UT","Weber ",154,154,24028,43250,1719
"Vermont","VT","Addison ",23,23,13232,5652,278
"Vermont","VT","Bennington ",16,16,12523,6116,364
"Vermont","VT","Caledonia ",17,17,8899,5470,281
"Vermont","VT","Chittenden ",24,24,44347,19850,825
"Vermont","VT","Essex ",13,13,1731,1218,129
"Vermont","VT","Franklin ",15,15,13180,7853,350
"Vermont","VT","Grand Isle ",5,5,2694,1490,72
"Vermont","VT","Lamoille ",10,10,8914,3515,185
"Vermont","VT","Orange ",17,17,9777,5043,266
"Vermont","VT","Orleans ",19,19,7992,4478,261
"Vermont","VT","Rutland ",31,31,19355,11584,561
"Vermont","VT","Washington ",22,22,22304,9120,620
"Vermont","VT","Windham ",24,24,17580,5997,376
"Vermont","VT","Windsor ",24,24,21424,9072,498
"Virginia","VA","Accomack ",22,22,7607,7833,166
"Virginia","VA","Albemarle ",29,29,29792,20576,513
"Virginia","VA","Alexandria ",27,27,50473,19181,526
"Virginia","VA","Alleghany ",14,14,3553,3715,94
"Virginia","VA","Amelia ",6,6,2488,3970,68
"Virginia","VA","Amherst ",12,12,6094,8470,120
"Virginia","VA","Appomattox ",10,10,2641,4903,80
"Virginia","VA","Arlington ",52,52,78994,29876,982
"Virginia","VA","Augusta ",26,26,9825,23120,345
"Virginia","VA","Bath ",7,7,1043,1349,35
"Virginia","VA","Bedford ",31,31,11017,24420,359
"Virginia","VA","Bedford City ",3,3,1208,1497,27
"Virginia","VA","Bland ",8,8,864,2031,59
"Virginia","VA","Botetourt ",17,17,5693,11471,218
"Virginia","VA","Bristol ",5,5,2665,4579,89
"Virginia","VA","Brunswick ",14,14,4973,2877,57
"Virginia","VA","Buchanan ",18,18,4063,4541,95
"Virginia","VA","Buckingham ",10,10,3489,3428,73
"Virginia","VA","Buena Vista ",2,2,1108,1282,27
"Virginia","VA","Campbell ",18,18,8091,17444,250
"Virginia","VA","Caroline ",11,11,7163,5617,121
"Virginia","VA","Carroll ",19,19,4108,8186,253
"Virginia","VA","Charles City ",3,3,2838,1288,23
"Virginia","VA","Charlotte ",11,11,2705,3372,68
"Virginia","VA","Charlottesville ",9,9,15705,4078,190
"Virginia","VA","Chesapeake ",54,54,53993,52624,759
"Virginia","VA","Chesterfield ",68,68,74310,86413,1110
"Virginia","VA","Clarke ",8,8,3457,3840,116
"Virginia","VA","Colonial Heights ",6,6,2562,6161,104
"Virginia","VA","Covington ",5,5,1304,1020,25
"Virginia","VA","Craig ",11,11,876,1695,47
"Virginia","VA","Culpeper ",14,14,8802,10711,198
"Virginia","VA","Cumberland ",5,5,2255,2418,50
"Virginia","VA","Danville ",18,18,12352,8361,158
"Virginia","VA","Dickenson ",14,14,3278,3324,117
"Virginia","VA","Dinwiddie ",13,13,6246,6526,115
"Virginia","VA","Emporia ",7,7,1702,897,17
"Virginia","VA","Essex ",5,5,2934,2379,46
"Virginia","VA","Fairfax ",231,231,310359,200994,3895
"Virginia","VA","Fairfax City ",7,7,6571,4686,107
"Virginia","VA","Falls Church ",6,6,4695,1970,71
"Virginia","VA","Fauquier ",20,20,14616,19227,287
"Virginia","VA","Floyd ",6,6,2937,4441,125
"Virginia","VA","Fluvanna ",7,7,6185,6420,114
"Virginia","VA","Franklin ",24,24,9618,15414,324
"Virginia","VA","Franklin City ",7,7,2817,1575,31
"Virginia","VA","Frederick ",20,20,12961,20149,442
"Virginia","VA","Fredericksburg ",6,6,6155,3413,80
"Virginia","VA","Galax ",4,4,1052,1317,31
"Virginia","VA","Giles ",10,10,3192,4462,128
"Virginia","VA","Gloucester ",12,12,6916,12089,190
"Virginia","VA","Goochland ",9,9,4813,7643,93
"Virginia","VA","Grayson ",16,16,2480,4540,177
"Virginia","VA","Greene ",5,5,3174,4980,90
"Virginia","VA","Greensville ",9,9,3122,1729,34
"Virginia","VA","Halifax ",22,22,8126,8600,112
"Virginia","VA","Hampton ",33,33,46917,20476,451
"Virginia","VA","Hanover ",34,34,18447,37344,369
"Virginia","VA","Harrisonburg ",6,6,8444,6048,150
"Virginia","VA","Henrico ",95,95,86262,67340,1084
"Virginia","VA","Henry ",26,26,11118,13758,306
"Virginia","VA","Highland ",6,6,590,930,33
"Virginia","VA","Hopewell ",8,8,5285,4149,79
"Virginia","VA","Isle of Wight ",13,13,8573,11258,140
"Virginia","VA","James City ",16,16,17352,20912,284
"Virginia","VA","King and Queen ",6,6,1918,1763,20
"Virginia","VA","King George ",6,6,4473,5888,95
"Virginia","VA","King William ",7,7,3344,4966,61
"Virginia","VA","Lancaster ",7,7,3235,3647,49
"Virginia","VA","Lee ",20,20,3219,5825,164
"Virginia","VA","Lexington ",2,2,1540,914,16
"Virginia","VA","Loudoun ",63,63,74607,63328,964
"Virginia","VA","Louisa ",14,14,6978,8182,161
"Virginia","VA","Lunenburg ",11,11,2703,2900,43
"Virginia","VA","Lynchburg ",18,18,16269,17638,389
"Virginia","VA","Madison ",10,10,2862,3758,77
"Virginia","VA","Manassas ",6,6,7518,5975,113
"Virginia","VA","Manassas Park ",3,3,2463,1634,37
"Virginia","VA","Martinsville ",7,7,4139,2311,63
"Virginia","VA","Mathews ",4,4,1943,3456,46
"Virginia","VA","Mecklenburg ",24,24,7127,7817,134
"Virginia","VA","Middlesex ",8,8,2391,3545,63
"Virginia","VA","Montgomery ",23,23,21027,19026,501
"Virginia","VA","Nelson ",10,10,4391,3647,76
"Virginia","VA","New Kent ",11,11,3493,6385,99
"Virginia","VA","Newport News ",47,47,51972,28667,539
"Virginia","VA","Norfolk ",56,56,62819,24814,663
"Virginia","VA","Northampton ",7,7,3800,2713,63
"Virginia","VA","Northumberland ",7,7,3312,4041,41
"Virginia","VA","Norton ",1,1,743,744,20
"Virginia","VA","Nottoway ",9,9,3413,3499,73
"Virginia","VA","Orange ",10,10,7107,8506,166
"Virginia","VA","Page ",6,6,4235,6041,96
"Virginia","VA","Patrick ",14,14,2879,5491,148
"Virginia","VA","Petersburg ",8,8,13774,1583,170
"Virginia","VA","Pittsylvania ",30,30,11401,18724,259
"Virginia","VA","Poquoson ",4,4,1748,5229,74
"Virginia","VA","Portsmouth ",32,32,32322,13983,282
"Virginia","VA","Powhatan ",12,12,4237,10088,110
"Virginia","VA","Prince Edward ",11,11,5101,4174,107
